datetime,A.DCE,AL.SHF,AP.CZC,BU.SHF,C.DCE,CF.CZC,CJ.CZC,CS.DCE,CU.SHF,EB.DCE,EG.DCE,FG.CZC,FU.SHF,HC.SHF,I.DCE,IC.CFE,IF.CFE,IH.CFE,J.DCE,JD.DCE,JM.DCE,L.DCE,LH.DCE,M.DCE,MA.CZC,NI.SHF,OI.CZC,P.DCE,PB.SHF,PF.CZC,PG.DCE,PK.CZC,PP.DCE,RB.SHF,RM.CZC,RU.SHF,SA.CZC,SF.CZC,SM.CZC,SN.SHF,SP.SHF,SR.CZC,SS.SHF,T.CFE,TA.CZC,TF.CFE,TS.CFE,UR.CZC,V.DCE,Y.DCE,ZC.CZC,ZN.SHF
2020-05-22,0.020958717071325766,0.0065929111124974505,0.1809296838911509,0.22267952181097533,-0.007383860071320572,0.029278396989971485,0.9238328555608548,0.08474148352968139,0.0017719141527406956,,0.005371917610170696,0.11729904996559798,-0.8697541484467457,0.043218025817111816,-0.028611976756767923,,,,0.04460566340841767,-0.9991073411880459,-0.26170751956941357,0.04944687179875597,,0.05451291584720199,-0.010581888426395245,0.011752255352126133,0.061658718091639204,0.011805136287374084,0.003901864076620961,,,,0.04187968678961759,0.04950665927929425,0.012883524210770615,-0.04369525940375304,-0.03801292400595557,-0.040713478188744406,0.01119469207146218,0.013436944906046959,-0.008161645988147247,0.05313162802194703,0.055904899047419576,,-0.00026190785500033466,,,0.037557605658021485,0.024518940053342056,0.018721791388126376,0.00209376603137985,0.00758152018343209
2020-05-25,0.021520102033511464,0.00667548350037388,0.18000905210840173,0.22376190900711726,-0.007130101374096532,0.029477811760651933,0.9241482640610352,0.08589635660972715,0.0017600296913291927,,0.005252063021005448,0.11468810770429969,-0.8694401486267143,0.04334982789609689,-0.028971917466409394,,,,0.04398243037725112,-0.9991099159804988,-0.2628760388026646,0.04944695308219578,,0.0543670351172521,-0.010730949547286758,0.011651779590605474,0.061983439562775786,0.012007929945050656,0.003878341673479119,,,,0.04217250036681917,0.0495903394474086,0.012897935239377026,-0.04365937897142571,-0.03813625614896037,-0.04092963133118251,0.011343148338784935,0.013544471584965414,-0.0080304967195725,0.05376333982781631,0.05613461410199129,,-0.0006992211931465197,,,0.037560480660375234,0.024666804178248306,0.018162064903550833,0.0027495895793535675,0.007527182581448662
2020-05-26,0.02200642217816082,0.006764966136697005,0.1790922882447481,0.22439040672800878,-0.007023738702608549,0.029548422529521993,0.924551232878517,0.08655972157919173,0.0016867100383099666,,0.004931513658247967,0.10697333343499496,-0.8692685980443241,0.043349122207804104,-0.029216934251001917,,,,0.043131089945578086,-0.9991122641243515,-0.2637527378244141,0.04942911716810331,,0.05402557581938012,-0.010988559654491381,0.011529210790956599,0.06188689815466122,0.012029056445256444,0.0038606799252799287,,,,0.042312922359089976,0.04958958395665704,0.012834192520490248,-0.043602128588833194,-0.03904829239845165,-0.041191235189835,0.011673741484233075,0.01363686829844266,-0.007954365988615025,0.05443336073942568,0.056167800298110394,,-0.0012076235044482498,,,0.037917407717340965,0.0247851850347435,0.017119449145516275,0.003492089843082888,0.007531682631292567
2020-05-27,0.022589478299464838,0.006821079028593761,0.1844587783437899,0.22465645608321103,-0.0068907770715841,0.029531966641449282,0.9246845542007472,0.08733562268963213,0.0016596731006949942,,0.004698079450169636,0.10428559642348365,-0.8689840030245654,0.043259766815878724,-0.029204423015145534,,,,0.04209329928374731,-0.9991143945684846,-0.2645818831695791,0.04933229849939134,,0.053620323420694956,-0.011499405830018626,0.011354256891658367,0.06208923569665849,0.012106447128886672,0.003821040279162368,,,,0.04233475410189518,0.04944069933313241,0.01273812355918962,-0.04367885041022753,-0.0401328813397139,-0.04144868141250005,0.011997157317848372,0.013660696477411393,-0.007860243636884586,0.05440681533569364,0.056178557766805214,,-0.0023379805393485002,,,0.038923240967352044,0.024590936704864196,0.016445261851749802,0.004272579965596914,0.007391257226727412
2020-05-28,0.022417080232171593,0.00683049499336724,0.18353350713070554,0.22492277878849698,-0.006728215431454401,0.029567456898227405,0.9251206412925049,0.08820159269178363,0.0016386684687762635,,0.004478031154834931,0.10149338018958436,-0.8688930809520307,0.04310445828028497,-0.029320346756861352,,,,0.041524393492742,-0.9991171265802365,-0.26530967244744746,0.049147809800219606,,0.05320970984050896,-0.012022991708915864,0.011261694166709748,0.06261594913241664,0.012325684156475423,0.0037594183729072624,,,,0.042168240725122944,0.04927093533386637,0.012675123821522957,-0.043363133417841364,-0.041076691958153125,-0.04178829660134697,0.012318993395089633,0.013679595383831662,-0.007824006437152413,0.05461496199559974,0.0562922926786199,,-0.0027879052376870964,,,0.0397240193174014,0.024287872288663852,0.016252166513357633,0.0050304886670159395,0.007388240487349398
2020-05-29,0.021622101820529066,0.006842685226781805,0.18261211928274476,0.22528449048115226,-0.006654436273882027,0.0296266651180974,0.9260400630392334,0.08877839249303289,0.0016133825776351032,,0.004384229593355994,0.09859047191674507,-0.8689565379385213,0.04283593377470912,-0.029499472880458663,,,,0.04121246045610837,-0.999120353695905,-0.26595415161044456,0.048949479434164174,,0.052821457802646674,-0.012623388386242166,0.011168067197086396,0.06306293969598478,0.01263737576306854,0.0037682824366037948,,,,0.04211102880265776,0.049012599638927165,0.012591451600265697,-0.043306899246560726,-0.04208417004257106,-0.042120355777419155,0.012449829368295,0.013686729387214774,-0.007790965923800126,0.054219689413190914,0.056418985254525475,,-0.0034366723738939206,,,0.04052094276935053,0.024235809042244136,0.016035523631570296,0.005535505757622488,0.007323475650985906
2020-06-01,0.020484328513427737,0.006764302675335024,0.18213784686495607,0.2254227590013993,-0.006753597021293236,0.02981201564241126,0.9275674814493655,0.08857731719604431,0.0015451674247514604,,0.004380577788496693,0.09557015623676005,-0.8689921462496838,0.04258026598140357,-0.030278533443281345,,,,0.04088256358941653,-0.9991239127267557,-0.26655151404172783,0.048888138694574756,,0.0522814943581311,-0.01322083391586491,0.01108518122869961,0.06317489571904143,0.012984329311607772,0.0038183298209184804,,,,0.042063246864519156,0.0486347080670997,0.01244079651436348,-0.04311166276884996,-0.043167128211837553,-0.0424699452891479,0.01258498923752228,0.013696772953929605,-0.007728353524843521,0.054338634293608766,0.056527906868577275,,-0.0032137114149791714,,,0.04149495423850801,0.02407578417111297,0.016074576872777566,0.005882573055702497,0.007225850935986641
2020-06-02,0.01910592547631058,0.006715269143716764,0.18166882594609712,0.22542934785392238,-0.006745793080299575,0.029795903148351715,0.9288331535425118,0.088446635462963,0.0014899092253889189,,0.004184688085717154,0.09242516336703059,-0.868912731124205,0.04228088890166225,-0.030462626689836455,,,,0.04097734389180637,-0.9991272409068643,-0.267126540468845,0.048748086048650385,,0.05187956106625591,-0.013937158309229432,0.010925622988346186,0.06327580922091007,0.013170190043351395,0.0038576254135494516,,,,0.04208532978472835,0.048159087588314914,0.01239697778738485,-0.043036194063686715,-0.044187141821248034,-0.04291650124738982,0.012544758130789832,0.013682471242001037,-0.007667583297608992,0.054263494623917156,0.056514877635661036,,-0.0034443392240339414,,,0.04209073885649387,0.023839732529399353,0.016251637947858954,0.006185264433968331,0.00718979568515658
2020-06-03,0.018609137088056626,0.006583296577606471,0.18702827208242684,0.2255278310937999,-0.0067653141855274525,0.029840276264502547,0.932558811807429,0.08839434550419359,0.0014445421607781968,,0.00415682081275624,0.08914761068987906,-0.8688662715537897,0.042040999059745114,-0.030354843588250788,,,,0.04128081480587998,-0.9991306612804178,-0.26750625245656734,0.04866100348150667,,0.05159448025309023,-0.014724150204874695,0.010817986037754631,0.06321670407695648,0.013452758152151193,0.0039047786726331664,,,,0.042083377060609134,0.04774037984970109,0.012297337551719587,-0.04295105408582966,-0.04518388449888197,-0.04347306155730199,0.012575749434065978,0.013696314026381934,-0.00769012515317244,0.05437641271694869,0.05653176896609311,,-0.0035287225466361966,,,0.042520381348870435,0.023797812666860832,0.016520915760466753,0.006447901390185239,0.007185997815537527
2020-06-04,0.018122913328929117,0.006313049894961235,0.18652301726985174,0.22543258644127356,-0.006756319417202653,0.029860159391718977,0.9363075140025846,0.08821938533091186,0.0013660992661691537,,0.004155179871577442,0.08828219680620018,-0.8688144292416738,0.04175357234935516,-0.030322548981065522,,,,0.041484106198045344,-0.9991326546827495,-0.26788527140764784,0.048610914306345565,,0.05128573264548017,-0.015718841643120984,0.010665746428866616,0.06326755582616272,0.013729722837856114,0.003899481361605479,,,,0.042167100800497445,0.047184668127819386,0.012184040378397723,-0.04306993434074232,-0.04627179549459917,-0.043995408273808344,0.012482627007028109,0.013678933879741952,-0.007710404350527235,0.05402958116027578,0.0565359453952818,,-0.003462877938579185,,,0.042759504164320804,0.02394070154851041,0.016829344225536443,0.006715834433014829,0.00705526140852128
2020-06-05,0.01799430690632868,0.006113123832865512,0.18602333552086342,0.22544479996743094,-0.006720187542588808,0.02987464810926809,0.9401295948203836,0.08791426546004598,0.0012945758753853916,,0.004171186356796834,0.08743425408405184,-0.8687191365498403,0.041600170920754194,-0.030243670765084215,,,,0.041802694030901165,-0.9991341832693139,-0.26818168240733614,0.04863616744527029,,0.05084945211579096,-0.016756822754668894,0.010583174221736252,0.06284577668271256,0.01397219065500951,0.003894911313135847,,,,0.04226933076920313,0.04679617553732247,0.012015638167663732,-0.04298716216987707,-0.047122403296402784,-0.044570906006417325,0.01252151826017049,0.013697940989530352,-0.007729596474483047,0.054102230222683505,0.056707960582791685,,-0.0040504554742586,,,0.04329649528193972,0.02406675936833499,0.017227835194482028,0.0069354610912037,0.007012707521551862
2020-06-08,0.018737017854669143,0.006074939204314752,0.18566599795661926,0.22544633855454574,-0.006715011205773811,0.029609156722698662,0.9442107772327047,0.08760509899983225,0.001205055102350018,,0.004136543592682418,0.08660325874318119,-0.8685614182008725,0.041362773875461084,-0.030214551454182323,,,,0.04202830323588953,-0.9991361873665978,-0.26847420241221764,0.04862486400695279,,0.05039372050668414,-0.017774643635966324,0.010453103597219024,0.0627346002558358,0.014355869907867889,0.0038317570942516823,,,,0.04224987349857153,0.046260709507006004,0.011941676981655453,-0.043062140526769405,-0.04818682246002936,-0.04513205268844213,0.01240617954025473,0.013643272052108234,-0.007755270290516235,0.05362106711379431,0.056700025559505644,,-0.004302687286534874,,,0.043641847043180824,0.024037326280230167,0.017780575200313287,0.006899457401870537,0.0069033388936291275
2020-06-09,0.01832931389917638,0.006132342212244053,0.1853133348741084,0.2254408265779763,-0.006668861562413301,0.02938658992142757,0.9484870741971851,0.08738330541742342,0.0011399771621442441,,0.00409969195313279,0.08578870773321362,-0.8683255348151551,0.04116936411732481,-0.0305213496303373,,,,0.042654968811168884,-0.9991393530667192,-0.2688725731901035,0.04858206111200711,,0.04989709646717121,-0.01883354298652258,0.010341179303773533,0.06229373194745246,0.014680434324326676,0.003777579126734155,,,,0.04220045202060692,0.04568437895186016,0.011765979261144355,-0.04311362603586303,-0.04919464044566113,-0.04564689781940877,0.012188831650682304,0.013637876258821126,-0.007792369630289557,0.05292371771476713,0.056855789639350826,,-0.004315318712589502,,,0.04415687043590251,0.023886774311730676,0.01840143782361519,0.006768065674486291,0.006881880555271265
2020-06-10,0.017704818330301336,0.006243196011815007,0.19119386525669801,0.22580275575961256,-0.006641609407333281,0.029172930991580366,0.9538057266329757,0.08707366360146697,0.001081827595129077,,0.004194888119672541,0.08499011771815415,-0.8682234875220066,0.04115258919995663,-0.03027904313219367,,,,0.0434665872930023,-0.9991427522281012,-0.26925669827656434,0.04854060748196442,,0.04934131135093194,-0.0198697489583289,0.010271975874112518,0.06161718808842752,0.014529742518930749,0.0037468631812814794,,,,0.04222734303182873,0.04541095964119052,0.011513430000677014,-0.04309982052522874,-0.04970175595644985,-0.04618205172464242,0.01215167117855799,0.013627504255305952,-0.00783308265400355,0.0526230142021936,0.05704828045121485,,-0.004178055393565635,,,0.04493586758456603,0.023853271080029635,0.01839925451232717,0.006632479677540412,0.006972074443875352
2020-06-11,0.01721785827314197,0.006494572267151673,0.1907920707817472,0.22623905274987618,-0.006636039223451617,0.029007586536735727,0.9585967364669365,0.08675977444402888,0.0011054756375296364,,0.004208249060856714,0.08815064149384833,-0.8680426393656194,0.041432180255819434,-0.029729101167387473,,,,0.04419674908228908,-0.9991457855207923,-0.2695437869284769,0.048550535645772254,,0.04897256559677865,-0.020854416391265243,0.010364009193271729,0.06170599791634857,0.014554341256041567,0.00374991473985991,,,,0.04242235595422696,0.04538842567278956,0.011203412507816743,-0.043054995457157054,-0.050181992376760666,-0.046383282371375595,0.012020303000683453,0.013694050337006478,-0.007863676692968228,0.05249468518365918,0.057253186045837824,,-0.004005042429217536,,,0.045714917775709546,0.02403694727774586,0.018738268615284846,0.006640680735920584,0.00708181566229241
2020-06-12,0.016647818749535144,0.0067980863283997875,0.19039546556208614,0.22694507109968878,-0.006626777165114995,0.028875167719079428,0.9635248921969563,0.08649695182215643,0.0011563150807732516,,0.004305436304892561,0.09100381751549745,-0.8678042306416848,0.041632344613428705,-0.029169647150474896,,,,0.04490414199669792,-0.9991476535303128,-0.2698415638629103,0.04857282360242573,,0.04882772315796733,-0.02182429756675751,0.010429490902190747,0.06116434430025839,0.014700698895977058,0.0037543773212822713,,,,0.04265431657022358,0.045346012426107606,0.011153534351075443,-0.04298956134035473,-0.05062371287173363,-0.04646621929555627,0.011614635175141517,0.013787383600721735,-0.007893760609659508,0.0526315735945414,0.057532446090541034,,-0.0041671856780794245,,,0.04676201444610517,0.024110481422231964,0.018906854465704368,0.006655384107307349,0.0072277397845708705
2020-06-15,0.016342276551739757,0.007063648640612243,0.19020075344095683,0.2278983275790386,-0.006538337151417101,0.028786393336745524,0.9685982859392718,0.08647529222282062,0.0011934232172122424,,0.004259234644869467,0.09637633214467209,-0.8677080588278794,0.04190924704795898,-0.028168745562898157,,,,0.04570486794421224,-0.9991482655601058,-0.27011732755230833,0.048575574500973814,,0.04846254616682324,-0.022868571542971124,0.010485817710288845,0.06119543674411193,0.014803077555801273,0.00374751796615853,,,,0.04292590998209958,0.04553554748673313,0.01108890608324204,-0.04305994786259843,-0.051033701067816725,-0.04665519299840418,0.011213118469994784,0.013853024529259112,-0.007928270656475412,0.0524780085581615,0.057816163272068094,,-0.004588727162914996,,,0.047601166556849595,0.02415198792338415,0.019040207584394404,0.006831960511708035,0.007371309437543951
2020-06-16,0.015556356041093565,0.007348082900308486,0.1900088394976718,0.22891860763158878,-0.006416504724030702,0.02878779921721907,0.9746446565269472,0.08646653989882704,0.0012722982704978926,,0.0042424160408088,0.09936452467578279,-0.8676992679754726,0.04233872863925682,-0.027484205151205907,,,,0.046429319003373264,-0.9991480996307616,-0.2702802794933917,0.0486081342824581,,0.04825219825309856,-0.023416823213216885,0.01052178443843499,0.06142584121811495,0.015288363392185316,0.003707870545916673,,,,0.04319394238875955,0.045832048735623875,0.011096196208168721,-0.042960380485330296,-0.05147926773379925,-0.046834263337843185,0.010674997966851901,0.013970736747496992,-0.007940879036612615,0.05259665406405883,0.05827636039936984,,-0.0042198207225966145,,,0.04860881153297688,0.024424035376941846,0.019574544228761266,0.007054516464872473,0.007454853316940188
2020-06-17,0.014217890603366114,0.007564789051160829,0.19168794693339564,0.22955025380515254,-0.006350931558074426,0.02874833234844493,0.9745592649590323,0.08646102609416029,0.0012715757054521809,,0.004048056838670909,0.10204269045502815,-0.8677252927264725,0.04276030321308419,-0.02678909872754971,,,,0.047020603599097495,-0.9991490056829634,-0.27055095990049194,0.04856952610727941,,0.04768025162582606,-0.024332264059531587,0.010522269960982749,0.06119777070727156,0.015365219508114791,0.0036337298643857635,,,,0.04330066020170564,0.046275887466455286,0.011010798204774066,-0.04301000874609455,-0.0519851751122745,-0.04693714472290404,0.010507402501158641,0.014024324330379579,-0.007926776925804898,0.05263135031919257,0.058538821229144694,,-0.004882080547536462,,,0.04919600732827137,0.024434101211033347,0.01975808670830662,0.007298814720134716,0.007393305770625161
2020-06-18,0.013212711280182221,0.00806697708381226,0.19147235717119213,0.2301278486153353,-0.006280569469916409,0.028948800918522893,0.9752789359213118,0.08657932642000819,0.0013589047871036685,,0.0039416957679988636,0.10445669821788817,-0.8677295041163356,0.042405775919244416,-0.02696484896899902,,,,0.04799169621210018,-0.9991479123075951,-0.270635043932087,0.04849888440378644,,0.04786501749597674,-0.024758785206196666,0.010595047382215077,0.06080896550380668,0.015975522621544034,0.0035544484438575588,,,,0.043165618431029895,0.04568041683055343,0.011043300117039218,-0.04265262084951352,-0.052279405301160965,-0.046979741520368684,0.010346703169205105,0.014077273380405559,-0.00791277449768739,0.052827704838651034,0.05881850283860158,,-0.006531830877915487,,,0.05008033933687889,0.0243450266706056,0.020659866167422745,0.007210205440131839,0.007381661029927562
2020-06-19,0.012065648660621955,0.008477895155672313,0.191259989997674,0.23065917793059498,-0.006224431591252769,0.029146347509864636,0.9761951234039026,0.08673152966440416,0.0014205908135219822,,0.003736461102745876,0.106643793540583,-0.8677833368518161,0.0418839124591781,-0.027256113969559164,,,,0.048651956843065704,-0.9991472521100713,-0.27081040307553483,0.04842241917849926,,0.04819307627172474,-0.025111791247667374,0.010623568397935374,0.0609443451508088,0.01664704481461646,0.0034949322107386363,,,,0.04310446667168228,0.044920201362238024,0.011117065027585795,-0.04228266678861623,-0.052599773294283274,-0.04727794645765474,0.010044146317175182,0.014122982150881392,-0.007898870699051482,0.05306638284317368,0.05905902891946582,,-0.007547602137903862,,,0.05055806076765742,0.024407082397001283,0.02157199831168447,0.007056098733104597,0.007351997161031047
2020-06-22,0.011092816059173746,0.008722340260134492,0.1913861663309578,0.23105820053737003,-0.0060926244544789575,0.02941439837321134,0.9774241719983852,0.08691448020602362,0.0014277172218036622,,0.0034054014741831114,0.1086345342802277,-0.8678031273038084,0.041486309898446254,-0.02746388302915875,,,,0.04923307800187939,-0.9991455515665938,-0.27100926318788204,0.04833047471900382,,0.04858730285092249,-0.025277745933144885,0.010590983325923167,0.06081331223844319,0.016894529273032453,0.0034727850771046147,,,,0.04311163684665082,0.044274362189762995,0.011205629218447125,-0.04202998379065535,-0.05298759737443958,-0.04748604867148401,0.009765239339965844,0.014161991140660354,-0.00788506449147352,0.05344875370665112,0.05888062836230658,,-0.008582930013302978,,,0.05078722980372799,0.02462152524353469,0.02188953723395227,0.006962260083011387,0.007340428431556422
2020-06-23,0.010751119581660286,0.00884079354630869,0.19150992770670539,0.23164048946564375,-0.00563024568528501,0.029783488007998047,0.982255823397045,0.08730346910878062,0.0015195610142599628,,0.003318339664903673,0.11045422712586686,-0.8678669372002678,0.041139320142311274,-0.02737364032937527,,,,0.049796057233782776,-0.9991425760299821,-0.2710385083907489,0.0482435064042211,,0.048848517068225114,-0.02514088408529328,0.010642942258739333,0.06132554132272085,0.01739382844016347,0.0034698651660615386,,,,0.04316605653812126,0.04367303974805195,0.011238419361136289,-0.04169969751634418,-0.0531680872539935,-0.04735776950870163,0.009610658237646766,0.01431139524429557,-0.007866569533534184,0.054488981785391355,0.05871387829920429,,-0.009703508087510047,,,0.0506595030836253,0.024763525768638772,0.02260185130457254,0.006899540778798709,0.007357337491571243
2020-06-24,0.01084190675435282,0.008991972886189036,0.13415932200887457,0.23204404760592423,-0.005144860807583215,0.03027559275096987,0.9855579141191548,0.08785188456822367,0.0015389218703928335,,0.003056775429735231,0.11212400910947135,-0.8678632673848597,0.04082150654916103,-0.02789178016525191,,,,0.05037940312573559,-0.9991398771422718,-0.2710481073851847,0.048109549538008944,,0.049463254504123574,-0.025028178173599182,0.010652666865034455,0.06172050046431606,0.01815147884990881,0.0034999748229929783,,,,0.043116413591241,0.04284944144829371,0.011367657614054777,-0.041493115305531035,-0.05342147799246171,-0.04723410473429931,0.009360107159169467,0.014364526359415559,-0.007852300015899028,0.054533153906262885,0.058555809774541334,,-0.011178097502977767,,,0.0501202749071324,0.02486981727259169,0.0235679943071165,0.006907921403626358,0.007341598038984785
2020-06-29,0.011433137691387896,0.009158386642153325,0.13600651077236484,0.23242868353571228,-0.0046404538399181456,0.030662037988206988,0.997720965183843,0.0885135276678384,0.0015747585388981003,,0.002913866442955506,0.11185805378492121,-0.8679076526118361,0.04016424675034524,-0.028910089923962518,,,,0.05088606263733364,-0.9991383259257326,-0.2710787421029726,0.04794322981787862,,0.049963453217952744,-0.024675984629138756,0.01064682302912787,0.06142879951242345,0.01870300962332943,0.0034619223159918686,,,,0.04305464511083358,0.041530378620233684,0.011534955759852165,-0.04130047506699733,-0.05337026323611953,-0.04736011822256042,0.009136223713411199,0.014410172639491308,-0.007838148599083357,0.054953814182589995,0.05842918767614143,,-0.012409609828381225,,,0.04986035859875107,0.024974014691000815,0.024165044166523257,0.006871162976579279,0.0072588563591260025
2020-06-30,0.011543107237210894,0.009119727532372491,0.13777785638143378,0.23303275326055542,-0.00423894072534083,0.030949059631996376,1.0124301319787288,0.08884198602129081,0.001582621480843301,,0.0027890384172708283,0.11159466322885273,-0.8679290409689621,0.03983672493334457,-0.02950522224405169,,,,0.05184770735547825,-0.9991387680648777,-0.2710087662447203,0.04787357067068359,,0.05019069554586523,-0.024518430051919986,0.010449836477538044,0.06180334640205859,0.019271980738072507,0.0034112576475897687,,,,0.04302501693150115,0.040530419037901104,0.011571903191231848,-0.041004972121417065,-0.05323934905185785,-0.04746340497692415,0.009246934385337573,0.014449931647265834,-0.007824113822947872,0.055423948098958294,0.058284363867097365,,-0.013424107423563697,,,0.049317082420079573,0.025107482855488323,0.02502702412250785,0.0068081142886899345,0.007165956511069463
2020-07-01,0.01136898157245967,0.009167978571187393,0.1383393771850298,0.23320230938417327,-0.003818899283867089,0.031151157364385975,1.0314381542032593,0.08930518944380329,0.001584290418942132,,0.002739421498184816,0.11150444790694206,-0.8678912267610572,0.03926085461405002,-0.03028922221759223,,,,0.05266840472607335,-0.9991399644618999,-0.27098099425626593,0.04773013365567686,,0.05057761225666123,-0.02436134354846609,0.010283337665485535,0.06187506007227682,0.01977990516396997,0.0033184010141398025,,,,0.042893431603791415,0.039037947750260094,0.011592632111051722,-0.04083747902721066,-0.05306818340201416,-0.047283818711938576,0.009260332736311504,0.01444536127009581,-0.007810194251324411,0.056005456844187146,0.05818782059111066,,-0.015143972558354408,,,0.049183675851561484,0.02510705233868567,0.025612673571940147,0.006609923012067158,0.007072382951706546
2020-07-02,0.012817108854715339,0.009182685960861477,0.13888842441176757,0.23316032659189903,-0.0034309927437301386,0.03132102252208452,1.054044932786977,0.0898609992616753,0.0015759300192268874,,0.0026710308496537888,0.11141543419490177,-0.8678763122468028,0.03862732217960325,-0.03094268928163673,,,,0.05359350509290601,-0.999142330612763,-0.270925928114921,0.04764364784713501,,0.05077000909860722,-0.024496293971336788,0.010225028261867414,0.06182771222091402,0.020033811067096098,0.0033174273181514045,,,,0.042786065267889604,0.03742279132213903,0.011541683768290109,-0.04068797138758791,-0.05254287561373619,-0.04711305025052354,0.00923904932066905,0.014440984913255918,-0.00782082523513196,0.056077507133538096,0.05803254328623721,,-0.017734670469498347,,,0.049051833595388915,0.025086860272635986,0.025745669994283786,0.006373996510994755,0.007047155775834661
2020-07-03,0.014131837443535453,0.009403847926005753,0.13942540912648665,0.2334126306046316,-0.0029929556001140885,0.031483805348464844,1.0744711644948262,0.09040135914387674,0.0015727511802684873,,0.0025926368602978613,0.11132759824455148,-0.8678580816702905,0.037870946543497076,-0.03173432931135056,,,,0.05441595139922757,-0.9991442892253088,-0.2709238824487726,0.047631669178885935,,0.051382806406766506,-0.024574989430249418,0.010027818183389567,0.061926985940116384,0.020394344802361564,0.003310059269242353,,,,0.042716211751314806,0.03539120571423663,0.011507686788420797,-0.04049526141805833,-0.05205222070060839,-0.04696553267596231,0.00894468043405887,0.014506427152412965,-0.007833327329933876,0.05641801339154953,0.05776693144440868,,-0.018960647238026304,,,0.04911808176134047,0.02493574318224991,0.026177630046375418,0.006286866403220564,0.007013414187696352
2020-07-06,0.015539466240282724,0.009357885108711706,0.1388698539624654,0.23360039102215094,-0.002621434241863024,0.03152986011836353,1.0509366694570883,0.09087891825550491,0.0016011127471189364,,0.00255137157305947,0.111240916834646,-0.867827771236356,0.03775739321001478,-0.03199343917084559,,,,0.05518591392829344,-0.9991475128710592,-0.27101898289101123,0.047589222358810204,,0.05144918961547093,-0.024691840064535914,0.009885388125377367,0.06190294859470622,0.020568604674884243,0.0033284259719473844,,,,0.042828564599049025,0.03462653529992668,0.011413746015329273,-0.040475954367370365,-0.0516915689866512,-0.046755940552924105,0.008709495366360719,0.014503471908975728,-0.007907001817660039,0.05660915365562321,0.05746651651630598,,-0.01928788342625651,,,0.048715373673303086,0.02474410382091549,0.026068950250907857,0.006377924014602261,0.007015953903802744
2020-07-07,0.017045288069846256,0.009333781271085232,0.13831992955652442,0.2336355383046798,-0.00235751638684978,0.031512953761580996,1.03388563659659,0.09126790932573906,0.0015818103545690917,-0.02218714443200523,0.0025100991504889963,0.1222146545424971,-0.8677846512680942,0.03775490659933871,-0.032464800070145565,,,,0.05590762278532066,-0.9991496230830677,-0.2710075701881172,0.047455704231466986,,0.05164841892279828,-0.024982609928073125,0.009688012883574508,0.06165083826297233,0.020583247983636418,0.0032759894213431565,,,,0.042795559835822575,0.03385932310891277,0.01128685276149836,-0.0405855247369144,-0.05144952899120292,-0.04655194373417269,0.008298886947765602,0.014374160721861108,-0.007947236323316212,0.05663252542129675,0.05724243441197713,,-0.0199699559496552,,,0.04830972429680018,0.024617669638944732,0.0258835830399257,0.006634037723801749,0.006891259745981903
2020-07-08,0.018349312453453795,0.009463749774341583,0.13673573259415392,0.23389416589554693,-0.0021005755578542644,0.03150944481192666,1.0206956778544092,0.09166243341121479,0.0016083598331510058,-0.022085608373329072,0.002824319651532377,0.12209855201537438,-0.8677306613166972,0.03768819027756881,-0.032954422704753614,,,,0.056385811109528755,-0.9991526962803222,-0.2709747034857959,0.04736142519986218,,0.05167564674800502,-0.025126186963788308,0.009621416381860566,0.061540019076628545,0.02104926652603302,0.003262343710184057,,,,0.042741192585309964,0.03285117213291653,0.01103228937082621,-0.04036504704603574,-0.051044264744424805,-0.04633388281821439,0.00796579722961153,0.014368460401623354,-0.007959159346190913,0.056564939329483664,0.05706576623274813,,-0.020467711544038713,,,0.04821879797467975,0.024431016025749038,0.026250959713683696,0.006893461567117398,0.006915607458479034
2020-07-09,0.019290648439483717,0.009629522383134217,0.13555839007595769,0.23415059510540615,-0.0019346976596784395,0.031463181025498284,1.0053961060064116,0.0918362332694659,0.0016177028416343151,-0.02229649146187997,0.0027418698907160297,0.12198385687560763,-0.8676140331299692,0.03759785770993966,-0.03372848344732523,,,,0.05660474516546965,-0.9991567618599599,-0.27110044389793975,0.0473060742399447,,0.051866278949830334,-0.025624969793757328,0.009437106334308271,0.06139394889328617,0.02128878414918715,0.003259263745649473,,,,0.0427377643985548,0.031745597253334014,0.010825689622935179,-0.040432799570305815,-0.050907959860541065,-0.04614402514272603,0.007388249525585523,0.014305144729362932,-0.008042570179093208,0.056253704654706006,0.05684946835866681,,-0.021116909059124576,,,0.04815548386774355,0.024378594526562037,0.026240218371254013,0.007201418733472338,0.0068239835957480035
2020-07-10,0.019491361545411232,0.00978585856875807,0.1339453416532438,0.2343809203362508,-0.0018682444559002215,0.031218707419105905,0.9945798057263135,0.09178507216080287,0.001613459953274075,-0.022570249220119458,0.002698201608582246,0.1218705436869773,-0.8675207733554037,0.03742864033394474,-0.03408459888810656,,,,0.05687021469605631,-0.9991587260919556,-0.2713102172220089,0.04720416448770095,,0.05186450812998614,-0.025959644929001012,0.009329847710835552,0.06122981764398773,0.021495476165854805,0.003221451357396546,,,,0.0427424308157594,0.03075354913767331,0.010619059403599343,-0.040224098516175005,-0.050852207425847944,-0.0458638117708114,0.006950319056971532,0.014299616177596347,-0.008155326497466234,0.05596027778882815,0.056617185649280456,,-0.021622143105461702,,,0.04816113083877797,0.024137044179567652,0.02604202074958447,0.007498628413777402,0.00680607478647121
